"","measured","predicted","sd"
"95",33.3,27.6229194716501,3.31486084778258
"96",27.4,34.0089290723259,3.25399132259252
"97",34.6,28.3742820323738,3.98812134524881
"98",28.5,28.1814963345473,4.2428466281343
"99",22.9,28.339279275298,3.26532696060818
"100",28.6,26.0031875717087,2.98735885817863
"101",29.1,25.8979290374457,2.95453765736011
"102",23.2,28.9598195223539,3.99687677605084
"103",46.2,33.2657039472973,4.95666060887306
"104",27.6,19.531388042178,6.75315414674895
"105",49.1,46.6972449619585,9.59179015309904
"106",59.3,58.1943787206684,7.86009962295133
"107",68,65.1349697829363,9.02495920499106
"108",74.2,62.1913351701649,10.0194638216147
"109",63.4,64.9831807914638,8.57916366558565
"110",64.5,60.5425900555656,8.90443347927116
"111",58,53.3008392766996,9.62860225394963
"112",41,48.1935693707112,7.65234017539291
"113",48.6,45.5307011870631,9.67853427248326
"114",60.1,57.0667795641882,8.2507834846594
"115",70.6,64.1719337430983,9.56449741656279
"116",58,57.0377874743783,10.650377807621
"117",50.9,42.9927043823735,7.84935765478118
"118",50.6,59.7043182498818,11.0771440021428
"119",33.6,25.3663150737875,7.13765760060499
"120",32.7,31.1532831432321,8.06155145082434
"121",32.7,27.6820253946914,10.1767171876454
"122",19,24.8319148803994,7.12901141490305
"123",16,17.7962199726483,6.78312365621025
"124",14,17.5232861182715,8.01689596845243
"125",10.9,23.804184999602,4.29946529751087
