"","measured","predicted","sd","abs_delta","delta_ratio","CRPS"
"78",36,35.8215884196223,3.67659942861449,0.178411580377741,0.00495587723271503,-0.86265604280523
"79",41.1,34.2441966636646,4.52648738820257,6.85580333633536,0.166807867064121,-4.5586157653766
"80",47.9,46.3776874031235,3.00744791376517,1.52231259687651,0.0317810563022236,-1.00383732062302
"81",50.2,46.2682390915876,3.59834647983706,3.93176090841239,0.078321930446462,-2.40265587917066
"82",43.9,40.9906960252783,5.58663877050319,2.90930397472174,0.0662711611553928,-1.89669001089335
"83",36.4,46.8856677842029,4.07082689008611,10.4856677842029,0.288067796269311,-8.20181920005077
"84",31.4,38.6691991020229,6.82447184125795,7.26919910202292,0.23150315611538,-4.42181507890305
"85",15.6,18.187093226552,4.96477299874975,2.58709322655201,0.165839309394359,-1.68621281588793
"86",15.6,20.7018007125064,6.96216822377192,5.10180071250636,0.327038507211946,-3.0551653720512
"87",36.2,21.7349528228074,7.07040222646965,14.4650471771926,0.39958693859648,-10.582090819113
"88",32.4,29.97417216977,5.62436528589687,2.42582783022996,0.0748712293280853,-1.72543755671584
"89",34.7,29.9775922360447,4.69091187935308,4.72240776395535,0.136092442765284,-2.84755228578657
"90",29.1,34.4603126566181,4.17856207734302,5.36031265661813,0.184203184076224,-3.39741144172396
"91",34.1,27.9109682075738,3.2472216125312,6.18903179242623,0.181496533502236,-4.42767347040751
"92",27,31.0101295859328,3.12164939747154,4.01012958593277,0.14852331799751,-2.54259526689066
"93",25.4,28.1915561453636,3.37758848745152,2.79155614536361,0.109903785250536,-1.6607430685687
"94",29.1,23.5383299759865,3.525141603286,5.56167002401349,0.191122681237577,-3.74549049185036
"95",33.3,27.5083992579534,3.22265429242646,5.79160074204663,0.173921944205604,-4.06608483300208
"96",27.4,32.5301750729289,3.27875545546443,5.13017507292895,0.187232666895217,-3.44590260108843
"97",34.6,28.4744875708819,3.52554246639951,6.1255124291181,0.177037931477402,-4.25406920137615
"98",28.5,28.2491613227105,3.70959081429503,0.250838677289543,0.00880135709787872,-0.873676803732963
"99",22.9,28.2771461070773,3.10663215494115,5.37714610707729,0.234809873671497,-3.72977180297104
"100",28.6,25.7613281915261,2.88586761512853,2.83867180847387,0.099254259037548,-1.70653370484273
"101",29.1,25.3246478222798,2.91192449059235,3.77535217772022,0.129737188237808,-2.39959374337984
"102",23.2,28.2512158607173,3.91516960131088,5.0512158607173,0.217724821582642,-3.20633704330746
"103",46.2,34.612369206093,4.82053330200036,11.587630793907,0.250814519348635,-8.89386479617214
"104",27.6,19.4997156996675,5.9110704636516,8.10028430033251,0.29348856160625,-5.22790376267416
"105",49.1,47.3047557624392,8.94328257169366,1.79524423756077,0.0365630190949241,-2.23328672072369
"106",59.3,58.4903439840568,7.12407186572266,0.809656015943212,0.013653558447609,-1.70153022187899
"107",68,65.2226571754953,8.38843235833149,2.77734282450471,0.0408432768309517,-2.32386941941421
"108",74.2,62.7020153794648,9.52932098479798,11.4979846205352,0.154959361462739,-7.17650503644804
"109",63.4,64.851187667889,8.22628617668322,1.45118766788902,0.0228893953925713,-2.02430774420719
"110",64.5,60.7947165692188,8.52234521556626,3.70528343078117,0.0574462547407933,-2.62437236214132
"111",58,52.7995245022736,8.48603501998067,5.20047549772639,0.0896633706504549,-3.2162250885862
"112",41,47.7098304792719,6.49265478797707,6.70983047927194,0.163654401933462,-4.06144550440301
"113",48.6,45.7305656921145,8.88142666877451,2.86943430788553,0.059041858186945,-2.44220609512041
"114",60.1,57.3962592719356,7.42869620340668,2.70374072806437,0.0449873665235336,-2.12435154280842
"115",70.6,65.318642408874,8.77341428400383,5.28135759112595,0.0748067647468265,-3.28167742563994
"116",58,57.9482898914144,9.81484875304666,0.0517101085856453,0.000891553596304229,-2.2937895427922
"117",50.9,42.879230996927,6.88776866919405,8.02076900307303,0.157578958803007,-4.96559456473547
"118",50.6,58.8807365740271,9.93736809666315,8.28073657402712,0.163650920435319,-4.92624511575595
"119",33.6,25.0237691656351,6.16395659436317,8.57623083436486,0.255244965308478,-5.55931173496779
"120",32.7,28.7629252029353,6.91199285678144,3.93707479706465,0.120399840888827,-2.48652382783381
"121",32.7,28.5040649075823,9.04398383823056,4.19593509241773,0.128316057872102,-2.87651599017853
"122",19,24.3935006205939,6.32172070333976,5.39350062059387,0.283868453715467,-3.20936881168329
"123",16,18.9806531449277,5.97267741169042,2.98065314492771,0.186290821557982,-1.97719114807291
"124",14,18.3309878340841,7.17548237285671,4.33098783408414,0.309356273863153,-2.689206764953
"125",10.9,24.8928749797919,4.04293012767347,13.9928749797919,1.28374999814605,-11.7124476028078
