"","PHI","MSE","MAPE","CRPS_v"
"1",0,57.6071801519718,0.172839681414979,4.07404796137065
"2",0.03,56.5233881080093,0.177339651979635,4.04220472725382
"3",0.05,57.8006071091942,0.195739086086338,4.15777574566659
"4",0.07,60.1173427302978,0.217525648913185,4.33028379902031
"5",0.1,68.4291048632419,0.251247444811777,4.62940323542969
"6",0.15,87.6346139873224,0.29187664864234,5.26425025976744
"7",0.2,110.187362790363,0.320320336758642,5.96227338932608
