"","PHI","MSE","MAPE","CRPS_v"
"1",0,34.5790927732382,0.341364499244414,3.26694643954512
"2",0.03,21.2286434808687,0.263853443016419,2.43716601808384
"3",0.05,16.9891027574853,0.197600163439548,2.23163700484995
"4",0.07,15.3767851360088,0.193407076371644,2.1745043918348
"5",0.1,17.0634706387555,0.212203335700256,2.32096576562862
"6",0.15,26.0757537520262,0.292635795987317,2.9531351357216
"7",0.2,32.1077279924384,0.337984140328579,3.60344166277367
